1010,971,5,50.4503
971,932,21,17.9082
932,893,37,17.9082
893,854,52,19.1004
854,815,67,19.1004
1010,970,79,2.47358
1010,1011,79,2.47358
815,776,82,19.1004
1011,972,85,50.4503
970,931,95,17.9082
776,737,97,19.1004
972,933,101,17.9082
931,892,111,17.9082
737,698,112,19.1004
933,894,117,17.9082
892,853,122,38.2178
698,659,124,26.017
894,855,128,26.017
853,814,133,26.017
659,620,135,26.017
855,816,139,26.017
814,775,144,26.017
620,581,146,26.017
816,777,150,26.017
775,736,155,26.017
581,542,157,26.017
1011,1012,159,2.4314
777,738,161,26.017
1012,973,163,70.9847
736,697,166,26.017
542,503,168,26.017
973,934,171,38.2178
738,699,172,26.017
503,464,172,70.9847
697,658,177,26.017
934,895,182,26.017
699,660,183,26.017
464,425,183,26.017
658,619,188,26.017
895,856,193,26.017
660,621,194,26.017
619,580,199,26.017
621,582,202,38.2178
856,817,204,26.017
580,541,210,26.017
582,543,213,26.017
817,778,215,26.017
543,504,217,70.9847
504,465,221,70.9847
465,426,225,70.9847
778,739,226,26.017
739,700,237,31.719
1012,1013,240,2.5867
1013,974,244,88.423
700,661,246,31.719
970,930,246,1.67325
503,463,248,2.5867
661,622,251,59.2172
930,891,251,59.2172
463,424,252,88.423
974,935,253,31.719
891,852,256,59.2172
852,813,261,59.2172
935,896,262,31.719
813,774,270,31.719
896,857,271,31.719
774,735,279,31.719
857,818,280,31.719
735,696,288,31.719
818,779,289,31.719
543,544,291,2.5867
504,505,294,2.5867
696,657,297,31.719
779,740,298,31.719
505,466,298,88.423
465,466,298,2.5867
657,618,306,31.719
740,701,307,31.719
618,579,315,31.719
701,662,316,31.719
1013,1014,316,2.5867
1014,975,320,88.423
662,623,321,59.2172
579,540,324,31.719
463,423,324,2.5867
623,584,325,88.423
584,545,329,88.423
975,936,329,31.719
545,506,333,88.423
506,467,337,88.423
936,897,338,31.719
897,858,347,31.719
858,819,355,51.6842
819,780,361,51.6842
930,890,361,2.20274
890,851,363,142.087
851,812,365,142.087
780,741,367,51.6842
1010,969,369,0.711939
1010,1051,369,0.711939
812,773,371,51.6842
741,702,373,51.6842
773,734,377,51.6842
734,695,383,51.6842
695,656,389,51.6842
656,617,395,51.6842
1014,1015,395,2.40377
617,578,401,51.6842
1015,976,401,51.6842
623,624,401,2.40377
624,585,403,153.349
585,546,405,153.349
546,507,407,153.349
578,539,407,51.6842
976,937,407,51.6842
937,898,413,51.6842
898,859,419,51.6842
423,383,420,2.20274
859,820,425,51.6842
820,781,431,51.6842
781,742,437,51.6842
742,703,443,51.6842
1010,1050,448,0.417848
1010,1009,448,0.417848
1051,1052,451,2.40377
890,850,451,2.20274
850,811,453,142.087
851,811,453,2.20274
811,772,459,51.6842
969,929,459,2.20274
772,733,465,51.6842
733,694,471,64.2466
694,655,476,64.2466
655,616,481,64.2466
624,625,483,2.361
625,586,485,197.447
585,586,485,2.361
616,577,486,64.2466
586,547,487,197.447
546,547,487,2.361
577,538,491,64.2466
383,344,516,3.5959
1012,1053,538,0.697416
850,810,542,2.17006
810,771,544,182.602
503,462,548,0.697416
771,732,549,64.2466
929,889,550,2.17006
732,693,554,64.2466
693,654,559,64.2466
654,615,564,64.2466
625,626,567,2.361
626,587,569,197.447
586,587,569,2.361
615,576,569,64.2466
587,548,571,197.447
547,548,571,2.361
576,537,574,64.2466
1053,1054,625,2.15116
462,422,636,2.15116
810,770,637,1.98744
770,731,642,63.4065
889,849,646,1.98744
731,692,647,63.4065
692,653,652,63.4065
626,627,657,2.15116
653,614,657,63.4065
627,588,659,194.449
587,588,659,2.15116
614,575,662,63.4065
575,536,667,63.4065
536,497,672,63.4065
497,458,677,63.4065
458,419,682,63.4065
419,380,687,63.4065
1054,1055,718,1.99345
1055,1016,723,61.3129
1016,977,728,61.3129
977,938,733,61.3129
938,899,738,61.3129
899,860,743,61.3129
860,821,748,61.3129
