epoch,reward,loss,policy_loss,value_loss,entropy
300,16.2584,0.6720,0.1795,1.0419,5.6793
301,17.8261,0.5775,0.1726,0.8666,5.6781
302,15.0326,0.7677,0.3269,0.9383,5.6777
303,26.9722,0.6296,0.1639,0.9881,5.6782
304,14.9014,0.7557,0.2803,1.0076,5.6786
305,39.4050,0.6718,0.2617,0.8770,5.6802
306,15.1356,0.7459,0.3056,0.9373,5.6783
307,17.3306,0.7325,0.2635,0.9947,5.6771
308,16.4444,0.8122,0.3615,0.9582,5.6786
309,24.8222,0.5980,0.1607,0.9315,5.6787
310,28.1295,0.6221,0.1788,0.9433,5.6793
311,26.0431,0.5243,0.0852,0.9351,5.6798
312,21.6630,0.9782,0.5159,0.9814,5.6783
313,35.4597,0.5064,0.0468,0.9760,5.6800
314,21.8829,0.6621,0.1863,1.0084,5.6783
315,21.4519,0.6605,0.1884,1.0011,5.6791
316,24.1163,0.6825,0.2614,0.8988,5.6775
317,23.4099,0.7689,0.2953,1.0040,5.6795
318,14.2599,0.5738,0.1142,0.9759,5.6788
319,27.6869,0.8684,0.3525,1.0885,5.6784
320,20.7676,0.6747,0.2299,0.9465,5.6792
321,23.5433,0.5639,0.0960,0.9927,5.6801
322,19.0661,0.6407,0.2408,0.8566,5.6786
323,24.4412,0.5158,0.0822,0.9240,5.6779
324,24.9997,0.4699,0.0302,0.9362,5.6787
325,20.6969,0.6394,0.2186,0.8982,5.6780
326,23.8481,0.5215,0.0668,0.9661,5.6780
327,30.8860,0.6275,0.1958,0.9202,5.6793
328,21.6924,0.6596,0.2266,0.9229,5.6784
329,15.7064,0.4923,0.0672,0.9070,5.6806
330,19.4492,0.6508,0.2428,0.8727,5.6790
331,26.2707,0.5329,0.1070,0.9085,5.6798
332,29.7376,0.6159,0.2116,0.8655,5.6789
333,19.7181,0.7096,0.2470,0.9821,5.6782
334,18.9857,0.5883,0.1372,0.9590,5.6778
335,31.6100,0.6579,0.1975,0.9776,5.6778
336,21.9660,0.7322,0.2385,1.0440,5.6780
337,33.0377,0.7694,0.3369,0.9219,5.6778
338,18.5681,0.5918,0.1371,0.9660,5.6787
339,20.8734,0.5205,0.1059,0.8862,5.6782
340,27.2060,0.5213,0.1156,0.8682,5.6791
341,22.2113,0.4439,-0.0153,0.9752,5.6795
342,20.4585,0.6974,0.2755,0.9005,5.6788
343,33.9674,0.4957,0.0391,0.9700,5.6785
344,23.2354,0.6495,0.1956,0.9646,5.6797
345,13.6474,0.3811,-0.0466,0.9123,5.6787
346,19.7458,0.6032,0.1586,0.9460,5.6806
347,15.2906,0.6175,0.1800,0.9317,5.6783
348,22.1032,0.5106,0.0613,0.9553,5.6781
349,20.9197,0.5570,0.1222,0.9265,5.6760
350,29.7014,0.7083,0.2733,0.9268,5.6788
351,27.7736,0.6026,0.1356,0.9908,5.6793
352,25.7462,0.6936,0.2321,0.9797,5.6801
353,26.7046,0.7910,0.3727,0.8934,5.6794
354,17.5399,0.5274,0.1088,0.8940,5.6795
355,30.8256,0.7082,0.2746,0.9239,5.6770
356,16.8379,0.7145,0.3230,0.8398,5.6798
357,30.5653,0.6187,0.1433,1.0075,5.6784
358,29.9930,0.4874,0.0610,0.9096,5.6780
359,41.6073,0.6196,0.1582,0.9796,5.6783
360,41.5860,0.7153,0.2815,0.9244,5.6793
361,14.0518,0.5366,0.1119,0.9063,5.6807
362,24.0175,0.6744,0.2270,0.9515,5.6799
363,23.6458,0.6365,0.1359,1.0580,5.6787
364,24.7958,0.5571,0.1228,0.9254,5.6784
365,25.8835,0.5531,0.1257,0.9115,5.6801
366,21.8147,0.5580,0.1043,0.9642,5.6793
367,19.9880,0.6593,0.1800,1.0153,5.6781
368,21.9752,0.5008,0.0314,0.9957,5.6792
369,27.1040,0.6434,0.1805,0.9825,5.6804
370,18.2075,0.5532,0.1284,0.9064,5.6780
371,23.6587,0.6421,0.2348,0.8715,5.6779
372,23.2871,0.7338,0.2188,1.0867,5.6793
373,12.3644,0.6169,0.1872,0.9161,5.6784
374,15.2864,0.6484,0.1968,0.9600,5.6769
375,19.3657,0.5227,0.0650,0.9723,5.6788
376,16.0111,0.8775,0.4271,0.9576,5.6773
377,23.8343,0.5651,0.0985,0.9900,5.6788
378,29.1008,0.5248,0.0894,0.9276,5.6788
379,29.0478,0.7283,0.2566,1.0001,5.6807
380,22.6792,0.7249,0.2988,0.9091,5.6774
381,15.5348,0.4322,0.0197,0.8819,5.6800
382,26.9090,0.4386,0.0358,0.8623,5.6770
383,16.1300,0.6530,0.2396,0.8837,5.6778
384,33.8708,0.7506,0.3110,0.9360,5.6787
385,20.1341,0.8757,0.4283,0.9517,5.6775
386,31.3244,0.4691,0.0573,0.8804,5.6779
387,11.8856,0.5620,0.1129,0.9549,5.6782
388,22.7822,0.5364,0.1186,0.8923,5.6770
389,23.1550,0.7523,0.3016,0.9580,5.6766
390,25.2527,0.8478,0.3575,1.0373,5.6803
391,39.6403,0.7202,0.2763,0.9445,5.6775
392,25.1944,0.6408,0.2184,0.9016,5.6778
393,23.9853,0.4738,0.0963,0.8118,5.6772
394,32.0415,0.6542,0.1901,0.9848,5.6781
395,27.0989,0.7293,0.2700,0.9753,5.6796
396,20.9481,0.5127,0.0911,0.9000,5.6803
397,20.8878,0.7073,0.2718,0.9278,5.6794
398,17.6542,0.7284,0.2635,0.9867,5.6785
399,14.6114,0.6158,0.1974,0.8935,5.6793
400,21.0773,0.6491,0.2138,0.9274,5.6783
401,26.6010,0.5023,0.0482,0.9650,5.6780
402,16.9468,0.7177,0.2389,1.0144,5.6780
403,23.0091,0.6380,0.1830,0.9668,5.6781
404,38.7531,0.5362,0.0927,0.9438,5.6778
405,12.2529,0.6892,0.2598,0.9157,5.6786
406,14.0389,0.6971,0.2426,0.9657,5.6799
407,25.9964,0.6306,0.2061,0.9060,5.6791
408,18.3844,0.7765,0.3110,0.9878,5.6767
409,24.0422,0.6677,0.2210,0.9502,5.6800
410,13.8883,0.6713,0.2410,0.9173,5.6768
411,22.6133,0.5790,0.1434,0.9280,5.6760
412,15.2594,0.5971,0.1126,1.0259,5.6782
413,16.8656,0.6461,0.1687,1.0116,5.6785
414,18.0865,0.6007,0.1758,0.9065,5.6793
415,19.5556,0.5537,0.1398,0.8846,5.6795
416,31.1252,0.6306,0.1971,0.9238,5.6773
417,16.8928,0.5960,0.1346,0.9797,5.6790
418,17.4995,0.6917,0.2306,0.9790,5.6791
419,14.5429,0.5255,0.1001,0.9075,5.6779
420,28.2417,0.6533,0.2670,0.8294,5.6802
421,25.0014,0.8299,0.3663,0.9840,5.6788
422,16.5438,0.7192,0.2819,0.9312,5.6777
423,29.1936,0.5358,0.1028,0.9228,5.6783
424,26.9122,0.6344,0.1737,0.9782,5.6793
425,25.5125,0.6370,0.2156,0.8995,5.6770
426,30.0019,0.5996,0.1718,0.9124,5.6789
427,21.5386,0.6527,0.2100,0.9423,5.6785
428,21.4414,0.4758,0.0134,0.9814,5.6783
429,18.1467,0.6563,0.1925,0.9844,5.6772
430,22.2649,0.5541,0.0976,0.9697,5.6785
431,20.0633,0.7450,0.2965,0.9537,5.6797
432,37.2086,0.5515,0.1340,0.8917,5.6777
433,16.4556,0.6360,0.1924,0.9438,5.6791
434,16.1257,0.5402,0.1125,0.9121,5.6793
435,23.8292,0.6767,0.2643,0.8814,5.6797
436,31.9839,0.5763,0.1523,0.9047,5.6772
437,13.8963,0.5599,0.1369,0.9028,5.6799
438,22.1896,0.5377,0.1295,0.8732,5.6776
439,24.6627,0.6440,0.1875,0.9698,5.6780
440,16.5333,0.6044,0.1292,1.0071,5.6786
441,20.3225,0.5631,0.1634,0.8562,5.6776
442,31.3121,0.5874,0.1589,0.9138,5.6783
443,30.7305,0.4942,0.0373,0.9707,5.6772
444,24.1609,0.6724,0.2240,0.9536,5.6780
445,27.7957,0.6620,0.2137,0.9535,5.6775
446,18.0705,0.5081,0.0443,0.9845,5.6800
447,22.7032,0.6137,0.1852,0.9138,5.6791
448,23.2017,0.5182,0.0655,0.9623,5.6788
449,22.6544,0.5470,0.1202,0.9104,5.6787
450,18.6292,0.4476,0.0230,0.9059,5.6792
451,21.3065,0.5416,0.0867,0.9666,5.6791
452,31.5019,0.5164,0.1106,0.8683,5.6771
453,17.2850,0.7425,0.3127,0.9165,5.6793
454,31.4871,0.4381,0.0127,0.9075,5.6806
455,21.4344,0.6121,0.1797,0.9216,5.6784
456,22.6000,0.7048,0.2828,0.9007,5.6794
457,26.9511,0.6157,0.1388,1.0107,5.6791
458,21.5989,0.5664,0.1036,0.9825,5.6787
459,18.1351,0.4030,-0.0026,0.8682,5.6810
460,24.0052,0.5200,0.0993,0.8982,5.6790
461,30.5411,0.5763,0.1104,0.9887,5.6787
462,26.1265,0.5457,0.1297,0.8888,5.6771
463,28.5905,0.4767,0.0193,0.9716,5.6798
464,19.9856,0.6066,0.1973,0.8752,5.6767
465,22.2722,0.5504,0.1000,0.9575,5.6781
466,14.9942,0.5182,0.0875,0.9182,5.6791
467,27.9753,0.5210,0.0981,0.9026,5.6804
468,13.8435,0.5026,0.0782,0.9056,5.6780
469,23.5224,0.6182,0.1746,0.9440,5.6798
470,20.0903,0.4716,0.0529,0.8942,5.6811
471,21.2117,0.6073,0.1533,0.9649,5.6788
472,24.8389,0.6898,0.2320,0.9724,5.6776
473,31.8345,0.6769,0.2673,0.8761,5.6767
474,17.3417,0.5027,0.0845,0.8930,5.6776
475,22.9626,0.6880,0.2947,0.8434,5.6788
476,22.2840,0.6515,0.1952,0.9693,5.6788
477,27.9115,0.4865,0.0905,0.8489,5.6768
478,15.2850,0.6652,0.1922,1.0027,5.6776
479,24.2489,0.6256,0.1473,1.0134,5.6791
480,19.0437,0.5795,0.1421,0.9315,5.6780
481,16.7966,0.6295,0.2078,0.9002,5.6795
482,25.7534,0.6808,0.2187,0.9809,5.6770
483,32.6804,0.7947,0.3259,0.9943,5.6780
484,27.1104,0.5868,0.1275,0.9754,5.6789
485,15.4939,0.6526,0.1528,1.0564,5.6808
486,33.6184,0.7301,0.3310,0.8551,5.6775
487,24.4017,0.8064,0.3192,1.0312,5.6787
488,23.3761,0.6686,0.2433,0.9074,5.6789
489,15.1848,0.8555,0.3497,1.0685,5.6794
490,18.5190,0.6802,0.2384,0.9404,5.6779
491,22.6427,0.5778,0.1723,0.8677,5.6798
492,22.4834,0.5668,0.1029,0.9846,5.6812
493,16.1167,0.6150,0.1442,0.9985,5.6799
494,24.3644,0.5886,0.1199,0.9941,5.6782
495,20.6922,0.4295,0.0109,0.8939,5.6776
496,19.3255,0.5808,0.1406,0.9372,5.6768
497,30.2579,0.5304,0.0873,0.9428,5.6779
498,18.0853,0.4982,0.0251,1.0030,5.6771
499,26.9748,0.6166,0.1949,0.9001,5.6793
500,46.0924,0.6930,0.2357,0.9714,5.6778
