epoch,reward,loss,policy_loss,value_loss,entropy
1,0.0884,0.6083,0.0941,1.1008,7.2393
2,0.0824,0.4928,0.0365,0.9848,7.2125
3,0.0922,0.4740,0.0515,0.9169,7.1865
4,0.0848,0.4182,-0.0086,0.9251,7.1672
5,0.0854,0.4332,0.0101,0.9175,7.1422
6,0.0922,0.4294,0.0262,0.8775,7.1169
7,0.1016,0.4352,0.0037,0.9340,7.0947
8,0.0934,0.4584,-0.0008,0.9892,7.0744
9,0.0915,0.4116,-0.0117,0.9172,7.0632
10,0.0853,0.4031,-0.0175,0.9118,7.0638
11,0.0927,0.4149,-0.0311,0.9624,7.0578
12,0.0840,0.4072,-0.0136,0.9122,7.0551
13,0.0921,0.3472,-0.0525,0.8698,7.0531
14,0.0931,0.3834,-0.0409,0.9191,7.0563
15,0.1036,0.4050,-0.0043,0.8893,7.0634
16,0.1094,0.3712,-0.0354,0.8840,7.0750
17,0.0957,0.4203,-0.0183,0.9480,7.0838
18,0.1027,0.3829,-0.0426,0.9220,7.0790
19,0.0942,0.4457,-0.0135,0.9892,7.0751
20,0.0910,0.3827,-0.0323,0.9008,7.0717
21,0.1017,0.3578,-0.0508,0.8878,7.0641
22,0.0892,0.3679,-0.0440,0.8944,7.0528
23,0.0959,0.4170,-0.0092,0.9228,7.0461
24,0.0921,0.3969,-0.0304,0.9250,7.0516
25,0.1017,0.3741,-0.0433,0.9053,7.0610
26,0.0892,0.4023,-0.0238,0.9227,7.0530
27,0.0926,0.3848,-0.0413,0.9225,7.0367
28,0.0855,0.3845,-0.0284,0.8961,7.0282
29,0.0911,0.3926,-0.0447,0.9447,7.0236
30,0.0991,0.3890,-0.0547,0.9575,7.0215
31,0.0946,0.4030,-0.0562,0.9885,7.0197
32,0.0970,0.3887,-0.0394,0.9263,7.0214
33,0.0966,0.3826,-0.0481,0.9315,7.0203
34,0.1003,0.3563,-0.0623,0.9074,7.0222
35,0.0954,0.3876,-0.0299,0.9053,7.0206
36,0.1114,0.3993,-0.0122,0.8931,7.0181
37,0.0989,0.3600,-0.0427,0.8755,7.0136
38,0.0974,0.3861,-0.0410,0.9243,7.0115
39,0.1173,0.3632,-0.0451,0.8868,7.0128
40,0.1010,0.3771,-0.0361,0.8965,7.0116
41,0.0953,0.3674,-0.0460,0.8968,7.0022
42,0.1082,0.3680,-0.0420,0.8899,6.9952
43,0.1050,0.3754,-0.0661,0.9530,6.9972
44,0.0986,0.4181,0.0076,0.8911,7.0016
45,0.0944,0.3750,-0.0467,0.9133,7.0041
46,0.1022,0.3606,-0.0565,0.9041,7.0001
47,0.0954,0.3633,-0.0410,0.8785,6.9888
48,0.0998,0.3597,-0.0520,0.8932,6.9854
49,0.0866,0.3960,-0.0469,0.9555,6.9877
50,0.0988,0.3806,-0.0233,0.8776,6.9881
51,0.1148,0.3827,-0.0534,0.9421,6.9920
52,0.1043,0.3952,-0.0215,0.9033,6.9897
53,0.0995,0.3968,-0.0271,0.9177,6.9932
54,0.1080,0.3586,-0.0477,0.8824,6.9920
55,0.0957,0.3793,-0.0490,0.9266,6.9935
56,0.1077,0.3314,-0.0706,0.8739,6.9944
57,0.1215,0.3664,-0.0479,0.8984,6.9907
58,0.0941,0.3865,-0.0319,0.9066,6.9787
59,0.1020,0.3819,-0.0453,0.9239,6.9677
60,0.0915,0.3710,-0.0437,0.8991,6.9577
61,0.0960,0.3542,-0.0406,0.8591,6.9518
62,0.0924,0.3922,-0.0406,0.9350,6.9477
63,0.1011,0.3834,-0.0490,0.9341,6.9446
64,0.1059,0.3431,-0.0629,0.8815,6.9503
65,0.0937,0.3590,-0.0472,0.8819,6.9558
66,0.0925,0.3697,-0.0489,0.9067,6.9542
67,0.1019,0.3572,-0.0497,0.8831,6.9460
68,0.0940,0.3723,-0.0528,0.9197,6.9427
69,0.1038,0.3580,-0.0659,0.9171,6.9436
70,0.0916,0.3864,-0.0408,0.9237,6.9451
71,0.1040,0.3841,-0.0532,0.9440,6.9432
72,0.0991,0.3733,-0.0488,0.9138,6.9447
73,0.1119,0.3694,-0.0498,0.9079,6.9452
74,0.0959,0.3701,-0.0527,0.9151,6.9451
75,0.0953,0.3496,-0.0563,0.8812,6.9443
76,0.0988,0.3652,-0.0471,0.8940,6.9445
77,0.1074,0.3696,-0.0458,0.9002,6.9450
78,0.1052,0.3858,-0.0444,0.9298,6.9437
79,0.0997,0.3588,-0.0590,0.9050,6.9431
80,0.1060,0.3599,-0.0577,0.9046,6.9402
81,0.1084,0.3583,-0.0636,0.9132,6.9474
82,0.1007,0.3958,-0.0333,0.9277,6.9557
83,0.1046,0.3524,-0.0587,0.8919,6.9631
84,0.0983,0.3575,-0.0614,0.9077,6.9697
85,0.1073,0.3706,-0.0524,0.9156,6.9726
86,0.0924,0.3902,-0.0415,0.9331,6.9750
87,0.1044,0.3511,-0.0625,0.8969,6.9690
88,0.1129,0.3650,-0.0462,0.8920,6.9640
89,0.1207,0.3701,-0.0497,0.9091,6.9619
90,0.1070,0.3961,-0.0359,0.9337,6.9625
91,0.1169,0.3936,-0.0406,0.9380,6.9590
92,0.0965,0.3922,-0.0271,0.9082,6.9540
93,0.0982,0.3611,-0.0638,0.9194,6.9519
94,0.0976,0.3747,-0.0522,0.9233,6.9502
95,0.1097,0.3646,-0.0510,0.9009,6.9557
96,0.0998,0.3765,-0.0372,0.8969,6.9581
97,0.0965,0.3688,-0.0401,0.8873,6.9654
98,0.1119,0.3769,-0.0402,0.9040,6.9726
99,0.0953,0.3704,-0.0390,0.8886,6.9793
100,0.1120,0.3860,-0.0368,0.9156,6.9839
101,0.0970,0.3554,-0.0571,0.8947,6.9844
102,0.1000,0.3649,-0.0490,0.8978,6.9905
103,0.1175,0.3767,-0.0537,0.9307,6.9978
104,0.0896,0.3756,-0.0359,0.8931,7.0036
105,0.0929,0.3765,-0.0439,0.9110,7.0072
106,0.0955,0.3795,-0.0459,0.9209,7.0112
107,0.1004,0.3751,-0.0446,0.9096,7.0113
108,0.1087,0.3691,-0.0454,0.8989,7.0052
109,0.1074,0.3905,-0.0356,0.9222,7.0007
110,0.0951,0.4015,-0.0270,0.9271,7.0012
111,0.1103,0.3808,-0.0403,0.9121,7.0017
112,0.1034,0.3574,-0.0495,0.8839,7.0010
113,0.1130,0.3791,-0.0547,0.9375,6.9967
