number,value,datetime_start,datetime_complete,duration,params_T_max,params_clip_epsilon,params_entropy_coef,params_eta_min,params_gae_lambda,params_gamma,params_lr,params_scheduler,params_value_loss_coef,state
22,21.333333333333332,2025-03-14 00:17:41.272300,2025-03-14 00:30:40.689302,0 days 00:12:59.417002,37,0.13945690157257445,0.006833721465732629,9.981862859637907e-06,0.9363934612463634,0.9790925135598799,7.329688820534331e-05,step,0.5415624461428101,COMPLETE
23,,2025-03-14 00:21:31.856113,2025-03-14 00:25:51.713359,0 days 00:04:19.857246,33,0.1099884879957612,0.006197570627949918,2.0312402779064954e-07,0.9711690365579324,0.9584175390053606,0.0002183071475995646,cosine,0.9876389404863888,FAIL
24,64.56296412150066,2025-03-14 00:21:51.551723,2025-03-14 00:35:01.385318,0 days 00:13:09.833595,37,0.29282587499934204,0.03407325204572577,1.6454991908352253e-07,0.9324595805314857,0.9637404347731893,0.00047465254572056525,cosine,0.8066949700089778,COMPLETE
25,,2025-03-14 00:26:47.080419,2025-03-14 00:32:54.261337,0 days 00:06:07.180918,25,0.18939960507289694,0.04308945659571918,9.987403381481375e-07,0.9403611665702752,0.9845931833449195,1.6190056475816356e-05,cosine,0.409786628367074,FAIL
26,75.3988094329834,2025-03-14 00:31:53.616177,2025-03-14 00:44:56.437238,0 days 00:13:02.821061,37,0.2951375216609075,0.00026860224308940635,2.256177124607729e-06,0.9351413079742404,0.9974582041112006,3.372826722209922e-05,cosine,0.12891698108500152,COMPLETE
27,,2025-03-14 00:33:53.440680,2025-03-14 00:35:05.203309,0 days 00:01:11.762629,39,0.27943984152026397,0.001762919790865855,2.025604528969548e-07,0.9876762909372918,0.9539987088970474,0.0006541503242727282,cosine,0.7857827196573044,FAIL
28,97.10912895202637,2025-03-14 00:36:55.444641,2025-03-14 00:50:15.607011,0 days 00:13:20.162370,9,0.15810686956095787,0.01778472639403088,7.970247959565322e-06,0.9898364368625814,0.9941481965732242,0.0001231495116181241,cosine,0.2840887832317856,COMPLETE
29,,2025-03-14 00:36:55.449496,2025-03-14 00:50:18.509417,0 days 00:13:23.059921,48,0.0874399984946627,0.00038870271765845994,3.569824041325434e-07,0.9127340547310866,0.992915337402001,0.0003714075827408007,cosine,0.3846230757420772,FAIL
30,,2025-03-14 00:39:37.778238,2025-03-14 00:50:18.693115,0 days 00:10:40.914877,12,0.17457438306826506,0.08500664207150929,1.8188861863806752e-07,0.9196541409543719,0.9889882299386424,1.1160580878964072e-05,step,0.2516970443429948,FAIL
31,83.56507746378581,2025-03-14 00:46:08.648371,2025-03-14 00:58:47.600147,0 days 00:12:38.951776,50,0.21693376971573763,0.0028701008608538244,5.561343549986952e-06,0.958724906178192,0.9655330575208328,0.000845104546773482,cosine,0.590883420933909,COMPLETE
32,75.7814826965332,2025-03-14 00:51:37.006301,2025-03-14 01:04:59.819011,0 days 00:13:22.812710,6,0.14201087749674093,0.03635697648512939,4.456744836944527e-06,0.9889929187820246,0.9926907429867633,0.00016421342800269066,cosine,0.36290316883548523,COMPLETE
33,,2025-03-14 00:51:40.856666,2025-03-14 01:05:02.900059,0 days 00:13:22.043393,11,0.18659229373209898,0.0389054124989918,9.391861228883987e-06,0.9790961530168641,0.99152098411311,7.445437969578567e-05,cosine,0.1981470647127608,FAIL
34,,2025-03-14 00:51:40.862374,2025-03-14 01:05:02.907415,0 days 00:13:22.045041,37,0.2560658968409043,0.001244406698777739,5.7850120939818825e-06,0.9589380024671401,0.9731412445141744,0.00017167169701773856,cosine,0.8919073452022331,FAIL
35,92.03174463907878,2025-03-14 00:59:59.048800,2025-03-14 01:12:50.938643,0 days 00:12:51.889843,17,0.1470990613639958,0.005959895717508809,9.02162390570238e-06,0.9739155771016452,0.9922739047814214,0.00013391658709957285,cosine,0.4248008221512455,COMPLETE
36,86.5370381673177,2025-03-14 01:06:02.684203,2025-03-14 01:18:53.018775,0 days 00:12:50.334572,28,0.2972739800155323,0.0012876605708893566,1.2095733364806339e-06,0.9202687589814745,0.9795022137398358,0.0003776446812442442,cosine,0.7342706498203329,COMPLETE
37,54.541666666666664,2025-03-14 01:06:26.059142,2025-03-14 01:19:06.850138,0 days 00:12:40.790996,24,0.2997166522835945,0.0009589635376886787,2.793507061250631e-06,0.9271907021423184,0.9751599418764189,0.0007218513330379422,cosine,0.8049517201969982,COMPLETE
38,67.48095353444417,2025-03-14 01:06:49.812158,2025-03-14 01:20:00.312790,0 days 00:13:10.500632,25,0.19186225562027673,0.0010797582894704952,9.879006225662062e-07,0.9438284206928196,0.9796633996582939,0.00031586174437980234,cosine,0.8225595645603793,COMPLETE
39,,2025-03-14 01:13:32.005700,2025-03-14 01:19:09.417334,0 days 00:05:37.411634,23,0.2369340287108047,0.0005453913452172541,6.473483467677583e-07,0.9162455130657325,0.9787899638767527,0.0008816965832098287,cosine,0.7108589702308227,FAIL
40,,2025-03-14 01:19:27.340352,2025-03-14 01:19:42.729841,0 days 00:00:15.389489,42,0.21200642581985044,0.0037850402271968476,7.030141372116117e-06,0.9588306414464977,0.9810062426927834,9.881193791144375e-05,cosine,0.7025949716822458,FAIL
41,106.05357106526692,2025-03-14 01:20:26.202516,2025-03-14 01:33:42.541785,0 days 00:13:16.339269,49,0.2002708820612162,0.028886328383477985,9.856443890383328e-06,0.9613394657333398,0.9708597982332087,0.0003276329894780676,cosine,0.9919347352884154,COMPLETE
42,,2025-03-14 01:20:28.732323,2025-03-14 01:33:45.569157,0 days 00:13:16.836834,49,0.14083997613568622,0.0038629588627818005,3.2626037901452868e-06,0.9315154327133797,0.9816752774736607,0.00032054815249529827,cosine,0.8266596765670138,FAIL
43,,2025-03-14 01:20:31.097887,2025-03-14 01:33:45.956940,0 days 00:13:14.859053,46,0.25151539771405834,0.00034206746535868403,6.362524773256753e-06,0.9676674101888465,0.9766456632903334,0.00023453364769027293,cosine,0.987504484387322,FAIL
44,49.858333587646484,2025-03-14 01:21:22.726819,2025-03-14 01:34:21.694446,0 days 00:12:58.967627,44,0.23286371554993704,0.00047000533615150513,7.284990774266415e-06,0.969754246029786,0.9854684846366686,8.955937118441656e-05,cosine,0.7385829310184442,COMPLETE
