929,890,2,28.7901
890,851,5,28.7901
851,812,8,28.7901
812,773,11,30.9034
773,734,14,30.9034
734,695,17,30.9034
695,656,20,30.9034
656,617,23,30.9034
617,578,26,30.9034
578,539,29,30.9034
929,889,29,1.78799
929,930,29,1.78799
930,891,32,61.4555
889,850,32,61.4555
890,850,32,2.74169
890,891,32,2.74169
891,852,34,61.4555
850,811,34,61.4555
851,811,34,2.74169
851,852,34,2.74169
852,813,36,61.4555
811,772,36,41.9944
813,774,38,41.9944
772,733,38,41.9944
774,735,40,41.9944
733,694,40,41.9944
735,696,42,41.9944
694,655,42,41.9944
696,657,44,41.9944
655,616,44,41.9944
657,618,46,41.9944
616,577,46,41.9944
618,579,48,41.9944
577,538,48,41.9944
930,931,49,2.74169
889,849,49,2.74169
579,540,50,41.9944
931,892,51,61.4555
849,810,51,61.4555
892,853,53,61.4555
810,771,53,61.4555
853,814,55,41.9944
771,732,55,41.9944
814,775,57,41.9944
732,693,57,41.9944
775,736,59,41.9944
693,654,59,41.9944
736,697,61,41.9944
654,615,61,41.9944
697,658,63,41.9944
615,576,63,41.9944
658,619,65,51.1634
576,537,65,51.1634
619,580,67,51.1634
931,932,67,3.66244
849,809,67,3.66244
932,893,68,95.2316
809,770,68,95.2316
580,541,69,51.1634
893,854,70,51.1634
770,731,70,51.1634
854,815,72,51.1634
731,692,72,51.1634
815,776,74,51.1634
692,653,74,51.1634
776,737,76,51.1634
653,614,76,51.1634
737,698,78,51.1634
614,575,78,51.1634
698,659,80,51.1634
575,536,80,51.1634
659,620,82,51.1634
536,497,82,51.1634
932,933,82,3.66244
809,769,82,3.66244
933,894,83,95.2316
769,730,83,95.2316
730,691,84,95.2316
620,581,84,51.1634
497,458,84,51.1634
894,855,85,51.1634
691,652,86,51.1634
581,542,86,51.1634
458,419,86,51.1634
855,816,87,51.1634
652,613,88,51.1634
542,503,88,51.1634
419,380,88,51.1634
503,464,89,142.483
816,777,89,51.1634
613,574,90,51.1634
464,425,91,51.1634
777,738,91,51.1634
929,888,91,1.10269
929,970,91,1.10269
574,535,92,51.1634
738,699,93,51.1634
535,496,94,51.1634
496,457,95,83.2172
699,660,95,83.2172
457,418,96,83.2172
660,621,96,83.2172
933,934,96,4.83961
769,729,96,4.83961
418,379,97,83.2172
729,690,97,228.555
621,582,97,228.555
934,895,97,83.2172
730,690,97,4.83961
690,651,98,83.2172
582,543,98,83.2172
895,856,98,83.2172
503,463,98,5.27776
503,504,98,5.27776
651,612,99,83.2172
504,465,99,246.813
463,424,99,246.813
379,340,99,74.3813
856,817,99,83.2172
612,573,100,83.2172
465,426,100,246.813
817,778,100,83.2172
573,534,101,83.2172
340,301,101,73.496
778,739,101,83.2172
534,495,102,83.2172
739,700,102,83.2172
929,969,102,0.845172
929,928,102,0.845172
495,456,103,83.2172
700,661,103,83.2172
970,971,103,4.83961
888,848,103,4.83961
930,971,103,1.43904
889,848,103,1.43904
456,417,104,83.2172
661,622,104,228.555
417,378,105,83.2172
729,689,107,4.83961
543,544,108,5.27776
504,505,108,5.27776
463,423,108,5.27776
689,650,108,228.555
505,466,109,246.813
378,339,109,18.9697
465,466,109,5.27776
650,611,109,83.2172
611,572,110,83.2172
572,533,111,83.2172
339,300,112,34.7793
533,494,112,83.2172
494,455,113,83.2172
300,261,114,57.6251
661,662,114,4.83961
848,808,114,4.83961
971,972,114,4.83961
455,416,114,83.2172
931,972,114,1.43904
849,808,114,1.43904
662,623,115,228.555
416,377,115,83.2172
301,262,115,5.62817
623,584,116,246.813
584,545,117,246.813
261,222,117,35.4103
505,506,118,5.27776
545,506,118,246.813
689,649,118,4.83961
649,610,119,83.2172
466,467,119,5.27776
506,467,119,246.813
423,383,119,4.83961
610,571,120,83.2172
571,532,121,83.2172
532,493,122,83.2172
493,454,123,83.2172
454,415,124,83.2172
377,338,124,8.52866
415,376,125,83.2172
623,624,125,5.27776
972,973,125,4.83961
808,768,125,4.83961
624,585,126,246.813
584,585,126,5.27776
545,546,127,5.19107
585,546,127,317.726
546,507,128,317.726
338,299,129,18.1738
383,344,132,7.71945
299,260,132,29.2775
458,459,132,1.23164
459,420,133,103.409
376,337,133,10.1803
419,420,133,1.23164
420,381,134,103.409
260,221,134,62.1354
624,625,136,5.19107
503,462,136,1.5382
625,586,137,317.726
973,974,137,4.77292
337,298,137,21.1961
768,728,137,4.77292
585,586,137,5.19107
933,974,137,1.4142
769,728,137,1.4142
586,547,138,317.726
974,935,138,103.409
546,547,138,5.19107
935,896,139,103.409
896,857,140,103.409
857,818,141,103.409
818,779,142,103.409
298,259,142,17.2404
779,740,143,103.409
929,968,143,0.708809
740,701,144,103.409
970,1011,144,1.4142
888,847,144,1.4142
259,220,145,36.0151
463,422,146,1.5382
376,336,146,2.59411
625,626,147,5.19107
626,587,148,317.726
586,587,148,5.19107
587,548,149,317.726
547,548,149,5.19107
729,688,149,1.4142
728,688,149,4.77292
336,297,151,15.4466
297,258,154,28.7434
928,887,155,1.4142
969,1010,155,1.4142
970,1010,155,0.830077
1011,1012,155,5.19107
888,887,155,0.830077
661,702,156,1.4142
848,807,156,1.4142
258,219,157,29.6758
626,627,158,4.73134
627,588,159,312.886
219,180,159,46.5704
587,588,159,4.73134
689,648,160,1.29443
648,609,161,290.385
423,382,161,1.29443
609,570,162,102.046
570,531,163,102.046
531,492,164,102.046
492,453,165,102.046
453,414,166,102.046
1012,1013,166,4.73134
928,927,166,0.759662
969,1009,166,0.759662
414,375,167,102.046
662,703,168,1.29443
808,767,168,1.29443
807,767,168,4.3724
627,628,170,4.73134
336,296,172,1.97359
648,608,173,4.3724
608,569,174,290.385
569,530,175,102.046
624,665,175,1.40076
530,491,176,102.046
296,257,176,23.7918
