Epoch,Reward,Burned Cells,Loss,Time Elapsed
1,18.32063479423523,115.27103174603174,0.0,7.84488320350647
2,30.463333559036254,131.1558333333333,0.0,6.729445219039917
3,22.75194478034973,131.19404761904764,0.0,8.342153787612915
4,16.759523773193358,143.09325396825398,0.0,6.158394813537598
5,19.244166707992555,128.8072222222222,0.0,6.51672887802124
6,14.4125,143.0470238095238,0.0,7.274152517318726
7,12.631666564941407,120.83500000000001,1405.44287109375,12.864360809326172
8,17.166904783248903,150.87642857142856,6436.921875,7.776755094528198
9,16.230674695968627,129.20761904761906,1105.875244140625,7.587077617645264
10,14.04190468788147,140.5220634920635,1310.4783935546875,9.13251543045044
11,14.177777743339538,111.46944444444443,1980.705322265625,7.7299158573150635
12,21.01333360671997,138.74305555555554,1453.176513671875,11.312128067016602
13,17.672182655334474,140.17400793650793,528.55517578125,7.976639986038208
14,16.217222118377684,141.31416666666667,573.267822265625,7.027320623397827
15,13.264722156524659,145.83194444444445,397.28460693359375,8.176344871520996
16,16.383055543899538,149.38861111111112,487.28564453125,9.128961086273193
17,14.481587457656861,132.2293253968254,517.6243896484375,8.811418771743774
18,18.04944438934326,149.43535714285713,539.40380859375,12.676386594772339
19,25.193611049652098,143.95527777777775,422.380859375,9.350279331207275
20,16.06138882637024,148.67138888888888,354.8995361328125,8.062877178192139
21,17.508412647247315,151.70603174603173,312.215087890625,9.335567235946655
22,21.97111086845398,121.01888888888888,253.9964599609375,10.775716781616211
23,18.89460334777832,139.51880952380952,531.1166381835938,7.166879653930664
24,24.28642854690552,137.9161111111111,440.2992248535156,11.43287467956543
25,13.761111211776733,126.15019841269842,228.8975830078125,9.554641723632812
26,16.181547594070434,154.40841269841272,395.91717529296875,18.112471103668213
27,22.544444370269776,131.15833333333336,340.00653076171875,14.278915643692017
28,27.250555419921874,130.64888888888888,237.7571563720703,8.048676252365112
29,27.979722023010254,136.0677380952381,387.2776794433594,37.08882975578308
30,18.37698440551758,136.268253968254,321.78411865234375,30.390986442565918
31,14.535277700424194,141.73,392.9520568847656,9.918698787689209
32,14.131944417953491,126.55992063492063,287.68133544921875,10.011090755462646
33,18.300833320617677,149.54666666666665,280.0694274902344,9.28507685661316
34,14.550277709960938,138.10472222222222,341.99420166015625,15.261290073394775
35,26.931706047058107,128.7722619047619,189.6588592529297,12.220854759216309
36,26.87432541847229,142.04130952380953,277.154541015625,14.330437183380127
37,22.008888912200927,138.23,458.4464416503906,7.373002290725708
38,19.98317461013794,145.02674603174603,178.45285034179688,8.02711820602417
39,24.510714292526245,154.41285714285715,309.2865905761719,8.169875144958496
40,18.36805534362793,130.3111111111111,590.6915893554688,7.73004937171936
41,23.130079174041747,153.68666666666667,426.51171875,6.526435852050781
42,11.01309518814087,129.0107142857143,270.26116943359375,7.206373691558838
43,14.037380933761597,144.54603174603173,263.6797790527344,6.275146961212158
44,24.344643068313598,130.4479761904762,359.7157287597656,7.3005266189575195
45,18.22345232963562,148.4843650793651,522.8759155273438,9.84497857093811
46,25.87249994277954,126.11277777777778,336.3428039550781,7.5698137283325195
47,11.971666717529297,139.21666666666667,368.0901184082031,8.39112401008606
48,26.201905059814454,130.65190476190475,236.4610137939453,7.492591381072998
49,20.932500076293945,130.4336507936508,539.8447265625,7.343029022216797
50,16.283571243286133,130.43547619047618,226.8475799560547,7.115270614624023
51,29.756665992736817,126.53472222222221,363.59429931640625,6.989586114883423
52,12.020714282989502,123.02436507936507,303.54193115234375,7.2481749057769775
53,12.50007929801941,133.93912698412697,459.71044921875,9.15364384651184
54,28.19642858505249,122.32694444444444,471.0127868652344,7.301487922668457
55,28.264245986938477,129.11900793650793,272.6244201660156,7.1558308601379395
56,22.027936220169067,120.7675,402.8302917480469,8.489701986312866
57,13.358650612831116,140.7704365079365,260.59124755859375,11.673506021499634
58,15.390833330154418,137.92277777777778,184.64474487304688,6.8349738121032715
59,13.686706352233887,137.01904761904763,459.78466796875,10.261914014816284
60,14.238888883590699,141.50833333333335,309.33367919921875,7.911731719970703
61,20.391666603088378,133.2097222222222,401.3618469238281,6.8646886348724365
62,14.011071681976318,130.03035714285713,427.7940368652344,7.891509771347046
63,24.96202392578125,144.1182142857143,286.17608642578125,7.477825880050659
64,26.29583330154419,129.28988095238097,282.8682861328125,7.06618595123291
65,23.85333294868469,150.74333333333334,128.97215270996094,10.234456300735474
66,14.001944518089294,144.26,334.4005126953125,8.30362057685852
67,13.195833349227906,142.93333333333334,169.6940460205078,8.730436563491821
68,31.118650913238525,140.04527777777776,284.56536865234375,8.538995742797852
69,22.177777671813963,133.49166666666665,382.13885498046875,8.306725025177002
70,23.0390869140625,134.01353174603176,310.79901123046875,6.829091787338257
71,16.814365100860595,144.0542857142857,247.2842254638672,8.204030275344849
72,24.047817707061768,123.16559523809524,249.4477996826172,11.455627918243408
73,14.920277786254882,130.8827777777778,197.28732299804688,6.906466245651245
74,16.058055448532105,114.6538888888889,529.633544921875,7.841017723083496
75,23.481666851043702,122.85083333333334,404.17987060546875,7.820876598358154
76,21.86333351135254,141.7775,207.2666015625,8.670156002044678
77,15.66265902519226,141.88305555555556,321.67205810546875,8.043967485427856
78,27.78154754638672,115.43214285714286,170.86285400390625,10.348353624343872
79,26.010833263397217,137.08583333333334,473.7882385253906,7.630577087402344
80,22.26571407318115,144.0690476190476,377.31817626953125,6.901196002960205
81,19.316389179229738,128.70138888888889,232.83480834960938,7.981873035430908
82,29.400317430496216,127.0597619047619,393.71435546875,9.266384601593018
83,22.333888864517213,128.15031746031747,384.4495849609375,9.674014329910278
84,26.098332786560057,139.68694444444444,303.82623291015625,9.365238428115845
85,26.6436110496521,129.27944444444444,311.26556396484375,6.737675189971924
86,27.636111450195312,125.26222222222222,238.73739624023438,7.861312389373779
87,15.69182538986206,145.73591269841268,248.22329711914062,6.634199619293213
88,19.71865072250366,133.44900793650794,194.4134979248047,6.89181923866272
89,19.583055114746095,138.04166666666666,355.19952392578125,10.397423267364502
90,32.73999996185303,138.79944444444445,490.11004638671875,9.019419431686401
91,35.91146802902222,125.35829365079364,596.4539794921875,7.959014892578125
92,31.18666648864746,119.7547619047619,215.0235137939453,6.100489854812622
93,26.904127025604247,128.00218253968254,409.0265808105469,7.953887462615967
94,32.85833320617676,136.58253968253968,542.2324829101562,8.387100219726562
95,27.55138921737671,132.8929365079365,234.4296417236328,7.291983127593994
96,22.894444608688353,140.27222222222224,335.9351501464844,8.533931016921997
97,40.94603180885315,102.96861111111112,262.1877136230469,6.769571781158447
98,26.05277762413025,131.60555555555555,197.4580841064453,8.332566261291504
99,34.096190452575684,128.44841269841268,220.620849609375,7.789348602294922
100,38.444801044464114,106.52107142857142,423.7833557128906,7.293821334838867
101,41.32881031036377,116.31833333333331,324.48919677734375,7.255208730697632
102,27.78527765274048,128.4633333333333,224.0953369140625,6.5317370891571045
103,19.922460269927978,119.75702380952382,232.7349395751953,6.275843858718872
104,38.566745805740354,135.1273015873016,546.01611328125,7.9952099323272705
105,35.08714303970337,112.91825396825398,258.5338439941406,7.464032173156738
106,30.400039768218996,123.37964285714285,685.4339599609375,7.258464336395264
107,20.37420611381531,126.99146825396826,358.6001892089844,7.4263832569122314
108,46.77261905670166,129.20761904761906,274.5946044921875,6.2133612632751465
109,37.9281747341156,101.47956349206349,457.6167907714844,8.28023910522461
110,56.00888833999634,105.58353174603175,531.6697387695312,7.1990461349487305
111,44.70047588348389,121.60904761904763,423.03460693359375,6.839099884033203
112,49.38841304779053,99.2545238095238,477.5855407714844,7.316100358963013
113,23.69892864227295,126.68107142857143,552.6021118164062,7.960555791854858
114,45.61357202529907,119.87789682539683,500.114501953125,6.7647693157196045
115,46.43095273971558,95.94797619047618,511.7084045410156,7.116318464279175
116,61.77900733947754,101.91269841269842,663.4450073242188,7.105699300765991
117,46.87948384284973,110.74928571428572,334.01788330078125,7.243381500244141
118,36.60999960899353,106.11583333333333,472.3639221191406,6.736416339874268
119,35.07416639328003,98.4863888888889,433.22357177734375,6.969208478927612
120,57.47730140686035,102.62277777777778,527.905029296875,7.075887441635132
121,52.95166664123535,92.38416666666666,581.693359375,7.20013689994812
122,34.73833312988281,124.44972222222222,480.41680908203125,8.236546039581299
123,53.39325387477875,105.36527777777778,449.61395263671875,7.370571851730347
124,41.210079193115234,131.88765873015873,515.23193359375,7.107245445251465
125,60.06892833709717,96.76634920634922,607.6052856445312,7.028948783874512
126,47.841468811035156,105.3375,404.7624816894531,7.5560572147369385
127,22.101389026641847,112.18484126984126,415.75,6.359542608261108
128,33.01750030517578,121.81777777777779,821.2218017578125,7.514652490615845
129,46.77678604125977,112.09980158730158,297.9419250488281,7.41942572593689
130,40.21122980117798,118.18507936507936,739.3946533203125,7.3161115646362305
131,44.97694473266601,118.91444444444444,854.8150634765625,7.334653615951538
132,57.49190483093262,103.4554761904762,528.3345947265625,6.335027694702148
133,38.083611488342285,103.30849206349208,579.291259765625,5.866651296615601
134,48.07468233108521,106.6425,903.4156494140625,7.632121324539185
135,68.40833292007446,95.80527777777777,528.1787719726562,6.975317001342773
136,26.716071367263794,121.13670634920636,745.302734375,7.6240715980529785
137,56.60547561645508,93.15944444444445,593.8399658203125,6.265175104141235
138,57.2390869140625,95.51984126984127,456.26458740234375,6.5523436069488525
139,49.150277614593506,105.1825,456.63140869140625,7.7388763427734375
140,55.47321453094482,87.94559523809525,627.7053833007812,6.657717943191528
141,50.856389141082765,99.50277777777777,344.3067321777344,6.809902667999268
142,50.57686438560486,117.93873015873014,751.4684448242188,8.78971004486084
143,55.54420630931854,102.40059523809525,774.4024047851562,6.778732061386108
144,60.16686544418335,87.85515873015872,534.1697998046875,6.874688386917114
145,54.208610916137694,100.49944444444444,705.9943237304688,7.296677589416504
146,44.80591287612915,116.1229761904762,1009.4248046875,6.72697901725769
147,63.700951957702635,95.01273809523809,710.6527709960938,7.446504831314087
148,48.89404711723328,119.86654761904762,912.7314453125,9.249413013458252
149,80.89757919311523,80.26059523809523,976.2848510742188,6.542725086212158
150,58.37984147071838,117.70325396825396,815.2266235351562,8.528371572494507
151,67.8502381324768,93.33242063492064,965.36767578125,7.794386148452759
152,85.59499969482422,76.26805555555555,1197.422119140625,7.713299751281738
153,66.47269940376282,97.78472222222221,779.52392578125,8.266875267028809
154,59.83000040054321,93.83555555555556,781.4764404296875,6.700608491897583
155,48.16765756607056,102.11206349206348,747.7269897460938,6.564772367477417
156,50.58464298248291,98.57869047619049,961.6145629882812,6.157631158828735
157,74.18055572509766,86.04166666666667,763.7341918945312,5.572311639785767
158,70.64543595314026,86.8998015873016,797.65234375,7.2616801261901855
159,52.051270151138304,94.12988095238094,839.5943603515625,7.970447301864624
160,60.91853141784668,98.6256746031746,720.512939453125,7.552873611450195
161,68.50392808914185,77.39547619047619,477.2757873535156,6.005232095718384
162,71.9239673614502,84.44837301587302,756.2578125,5.8011369705200195
163,88.20083456039428,73.1625,914.1060791015625,6.033029556274414
164,60.54400863647461,109.44464285714284,1087.3583984375,8.401595115661621
165,80.19305591583252,75.9263888888889,751.4589233398438,5.122067928314209
166,49.133611011505124,98.4175,941.7125244140625,5.583540201187134
167,64.4348807811737,99.10321428571429,877.4323120117188,9.069619178771973
168,68.24639015197754,86.82138888888889,920.2019653320312,7.5564000606536865
169,69.00071268081665,105.74194444444444,778.4488525390625,9.01738977432251
170,88.85722217559814,87.035,961.1104736328125,6.701887369155884
171,58.786388874053955,102.87027777777777,673.0137939453125,6.6165547370910645
172,79.27416563034058,72.30944444444444,533.2968139648438,6.634385824203491
173,58.31861147880554,108.06444444444442,840.2609252929688,6.903867721557617
174,102.90000047683716,62.118333333333325,1250.2672119140625,6.59289288520813
175,87.92472405433655,78.48277777777778,666.547119140625,6.506579875946045
176,97.97222270965577,88.19777777777779,1009.2976684570312,6.618349313735962
177,54.381945514678954,104.12694444444443,1046.331787109375,8.071743488311768
178,69.99638886451721,88.54388888888889,1024.218505859375,6.587289333343506
179,59.03361120223999,103.2825,896.0101318359375,7.286433458328247
180,55.77083330154419,109.92583333333332,1133.81103515625,6.503764390945435
181,74.63297538757324,84.50587301587302,1218.700439453125,7.901179790496826
182,77.72686595916748,89.26670634920633,1322.667724609375,6.4292967319488525
183,50.68138809204102,101.715,907.23095703125,6.284647464752197
184,61.67833261489868,95.39333333333333,815.926025390625,7.385447978973389
185,72.74416589736938,103.34019841269841,873.0494995117188,7.384708404541016
186,74.67388916015625,78.35329365079365,733.7254638671875,6.193562269210815
187,66.53634939193725,101.48087301587302,979.1348876953125,7.629364013671875
188,68.86166729927064,89.69194444444443,666.7696533203125,5.934248924255371
189,79.43154716491699,68.09107142857142,958.9527587890625,8.15573000907898
190,59.58916664123535,96.19916666666666,970.9742431640625,7.535574913024902
191,69.65222296714782,76.74694444444444,888.9246215820312,5.905514240264893
192,118.30583343505859,54.62916666666668,811.2574462890625,5.993183612823486
193,68.94555568695068,76.90166666666667,1179.775634765625,7.405971527099609
194,72.02472229003907,83.12722222222223,1188.8173828125,7.068082571029663
195,110.53392848968505,67.59448412698413,1045.945556640625,5.96956467628479
196,81.86555461883545,84.02694444444445,689.19287109375,6.289977788925171
197,72.33277840614319,80.15916666666666,910.06884765625,7.055517911911011
198,75.14916667938232,86.36166666666666,1251.4278564453125,8.732954263687134
199,77.01472187042236,89.24920634920635,838.025390625,6.196786403656006
200,91.09777727127076,78.2211111111111,813.6202392578125,6.79632043838501
201,53.241666650772096,98.96222222222222,907.896484375,6.342915058135986
202,72.63888797760009,88.88527777777776,996.4359130859375,6.988184452056885
203,90.08381080627441,66.98865079365079,988.3616333007812,6.612080335617065
204,69.39194478988648,102.19333333333333,882.9197387695312,6.47711968421936
205,81.6405556678772,74.81333333333333,911.2269287109375,5.240582227706909
206,66.29515895843505,82.73924603174603,707.1202392578125,5.9367969036102295
