381,362,8,12.1043
362,343,23,6.86073
343,342,28,16.2432
343,322,33,10.0022
343,363,35,6.04286
381,361,47,1.42036
343,364,48,3.86339
322,303,49,8.50361
322,302,56,3.26205
303,282,58,11.1126
282,261,64,16.5878
303,284,71,4.51149
364,383,75,3.75321
381,382,75,0.954444
284,264,76,15.8568
284,265,77,19.0677
302,281,77,4.74455
264,245,79,35.9996
265,246,79,83.3242
364,384,79,2.31648
246,227,80,150.479
245,226,80,116.476
264,244,84,9.15292
244,225,86,78.4959
225,206,87,139.982
303,304,87,1.89543
284,285,91,3.504
285,266,93,64.5869
265,266,93,4.55724
266,247,94,148.704
244,224,95,6.8741
364,385,98,1.9736
224,205,98,44.2902
281,262,99,4.77619
284,263,104,2.94459
285,286,107,4.49374
263,243,107,27.9544
286,267,108,136.473
266,267,108,4.88602
304,305,108,3.39821
361,341,109,1.15303
243,223,115,9.72272
223,204,117,64.1611
286,287,120,5.40853
287,268,121,128.156
305,306,123,4.78557
223,203,125,7.302
385,366,126,5.71543
366,347,129,48.2878
347,328,130,133.95
366,346,135,8.66188
203,183,136,6.75804
287,288,136,4.33524
306,307,137,5.26065
346,327,137,81.9788
327,308,138,151.363
385,386,138,1.9171
322,301,139,1.43336
386,367,142,28.5793
367,348,143,106.336
347,348,143,5.26261
348,329,144,107.907
346,326,146,6.82929
183,164,147,9.83848
304,325,152,1.39704
243,222,153,1.97703
367,368,157,4.85095
368,349,159,67.6625
386,387,159,3.37428
322,321,161,0.781676
222,202,163,7.03525
387,388,175,4.68854
368,369,176,3.68579
369,350,179,44.4519
203,182,181,1.65246
388,389,192,4.25665
389,370,194,85.943
370,351,198,31.9473
351,332,204,17.7851
332,313,206,65.0512
313,294,207,130.685
222,201,207,1.84445
294,275,209,87.9646
389,390,209,4.17429
275,256,211,79.2026
390,371,211,96.254
256,237,213,95.3031
371,352,214,37.3752
237,218,215,88.099
352,333,216,72.0141
333,314,217,130.929
218,199,217,84.3992
294,274,217,7.0683
199,180,218,106.192
314,295,219,96.6302
274,255,219,84.3992
275,255,219,7.53266
201,181,219,6.24882
313,293,219,5.58512
295,276,221,69.3223
255,236,221,89.1851
222,221,221,1.03152
276,257,223,97.4846
236,217,223,82.9267
237,217,223,7.08389
257,238,224,106.107
217,198,224,117.484
238,219,225,124.786
219,200,226,133.845
198,179,226,74.5369
390,391,226,4.17319
274,254,227,7.31494
391,372,227,103.942
179,160,228,98.6747
255,235,229,7.1514
254,235,229,88.53
372,353,229,91.4572
353,334,230,120.116
236,216,231,7.26445
293,273,231,5.83306
235,216,231,86.9194
216,197,232,122.361
334,315,232,88.3149
197,178,233,115.727
315,296,234,60.4403
178,159,235,75.3492
159,140,236,114.015
296,277,236,79.1938
277,258,237,130.612
254,234,237,7.2048
219,220,239,5.00574
238,239,239,4.84611
258,239,239,90.023
234,215,239,84.6052
235,215,239,7.15028
215,196,241,84.7407
273,253,242,6.93498
196,177,243,82.5237
178,158,243,7.65361
197,177,243,6.61661
391,392,243,4.33342
392,373,244,131.376
158,139,245,88.497
373,354,245,109.714
353,354,245,4.4745
139,120,246,126.226
354,335,247,90.2767
234,214,247,7.29948
334,335,247,4.24382
335,316,249,52.8488
215,195,249,7.15896
214,195,249,73.4597
316,297,251,73.9412
196,176,251,7.28936
277,278,251,4.94877
195,176,251,85.2455
176,157,252,125.378
278,259,253,76.3138
158,138,253,7.11598
253,233,253,6.67623
259,240,254,133.095
239,240,254,4.92294
138,119,255,93.3407
119,100,256,132.172
214,194,257,7.4481
392,393,258,4.72563
194,175,259,79.1568
393,374,259,127.805
195,175,259,6.96822
175,156,260,104.89
156,137,261,129.954
374,355,261,80.8042
137,118,263,82.3633
355,336,263,56.0672
138,118,263,7.08003
233,213,264,6.74834
118,99,264,106.13
336,317,265,64.4359
99,80,266,54.1681
317,298,267,89.1373
194,174,267,7.30946
313,292,267,1.61162
259,260,268,4.87421
174,155,268,132.443
298,279,269,68.1665
278,279,269,3.93354
155,136,269,114.639
136,117,270,131.578
117,98,272,83.1716
98,79,273,134.429
393,394,273,4.69512
213,193,274,7.51633
79,60,274,148.146
394,375,275,95.8651
375,356,277,55.2157
293,272,278,1.68548
174,154,279,6.1711
356,337,279,53.1661
117,97,280,7.4938
154,135,280,138.381
155,135,280,6.27382
136,116,281,6.18463
97,78,281,103.151
337,318,281,77.0687
135,116,281,138.056
318,299,283,65.7901
78,59,283,54.569
59,40,284,134.969
299,280,285,91.7255
193,173,285,6.58843
273,252,288,1.74544
394,395,290,4.25886
154,134,291,5.97645
97,77,291,6.75875
116,96,292,6.59497
134,115,292,138.227
77,58,292,128.59
135,115,292,6.00854
58,39,293,143.248
337,338,294,18.9525
356,357,294,17.184
375,376,294,15.1958
299,300,295,20.5124
318,319,295,15.6153
253,232,298,1.91006
319,320,299,21.695
338,339,299,16.5144
357,358,299,17.461
