epoch,reward,loss,policy_loss,value_loss,entropy
1,-0.1000
1,-0.1000,0.0590,-0.1902,0.9869,5.6393
2,-0.1000
2,-0.1000,0.3701,0.1504,0.8756,5.6387
3,-0.1000
3,-0.1000,0.3696,0.1388,0.9174,5.6387
4,-0.1000
4,-0.1000,0.6668,0.4168,0.9900,5.6387
5,-0.1000
5,-0.1000,0.3545,0.1120,0.9617,5.6374
6,-0.1000
6,-0.1000,0.4356,0.2047,0.9177,5.6389
7,-0.1000
7,-0.1000,0.3609,0.1349,0.8991,5.6399
8,-0.1000
8,-0.1000,0.3736,0.1378,0.9362,5.6380
9,-0.1000
9,-0.1000,0.5011,0.2599,0.9568,5.6406
10,-0.1000
10,-0.1000,0.5792,0.3369,0.9611,5.6399
11,-0.1000
11,-0.1000,0.5370,0.3189,0.8693,5.6402
12,-0.1000
12,-0.1000,0.3995,0.1675,0.9221,5.6392
13,-0.1000
13,-0.1000,0.2743,0.0487,0.8976,5.6386
14,-0.1000
14,-0.1000,0.2652,0.0172,0.9825,5.6405
15,-0.1000
15,-0.1000,0.5725,0.3452,0.9043,5.6394
16,-0.1000
16,-0.1000,0.6008,0.3670,0.9286,5.6377
17,-0.1000
17,-0.1000,0.3150,0.0698,0.9718,5.6398
18,-0.1000
18,-0.1000,0.3784,0.1335,0.9705,5.6409
19,-0.1000
19,-0.1000,0.5671,0.3432,0.8911,5.6412
20,-0.1000
20,-0.1000,0.4824,0.2529,0.9126,5.6408
21,-0.1000
21,-0.1000,0.5422,0.3188,0.8893,5.6391
22,-0.1000
22,-0.1000,0.4352,0.1901,0.9716,5.6374
23,-0.1000
23,-0.1000,0.2212,0.0018,0.8745,5.6395
24,-0.1000
24,-0.1000,0.5139,0.2644,0.9882,5.6383
25,-0.1000
25,-0.1000,0.3699,0.1401,0.9140,5.6381
26,-0.1000
26,-0.1000,0.3399,0.1247,0.8586,5.6397
27,-0.1000
27,-0.1000,0.3605,0.1264,0.9297,5.6382
28,-0.1000
28,-0.1000,0.2281,-0.0082,0.9384,5.6408
29,-0.1000
29,-0.1000,0.4680,0.2376,0.9161,5.6387
30,-0.1000
30,-0.1000,0.5209,0.2694,0.9957,5.6397
31,-0.1000
31,-0.1000,0.3763,0.1063,1.0659,5.6385
32,-0.1000
32,-0.1000,0.6919,0.4462,0.9742,5.6406
33,-0.1000
33,-0.1000,0.3835,0.1464,0.9413,5.6368
34,-0.1000
34,-0.1000,0.3496,0.1234,0.9002,5.6395
35,-0.1000
35,-0.1000,0.5452,0.3130,0.9230,5.6393
36,-0.1000
36,-0.1000,0.3642,0.1334,0.9177,5.6391
37,-0.1000
37,-0.1000,0.7142,0.4942,0.8768,5.6406
38,-0.1000
38,-0.1000,0.5179,0.2740,0.9674,5.6376
39,-0.1000
39,-0.1000,0.3008,0.0439,1.0163,5.6406
40,-0.1000
40,-0.1000,0.3653,0.1233,0.9598,5.6381
41,-0.1000
41,-0.1000,0.3626,0.1173,0.9725,5.6424
